RA_ICRS,DE_ICRS,Plx,e_Plx,pmRA,pmDE,Gmag,BPmag,RPmag
56.59367990043,23.48542789778,7.1504,0.0873,19.859,-44.83,17.219704,19.208763,15.883824
56.57025208698,23.47754355009,0.4628,0.1166,1.433,-2.396,17.773321,18.581718,16.906996
56.56847941891,23.49008595402,1.5502,1.4002,-2.128,-2.475,20.382437,20.88974,19.691687
56.56191859639,23.48429145181,,,,,20.760756,21.120794,19.662788
56.57727633638,23.47861004509,4.0369,0.0865,42.481,-25.495,17.149256,18.70401,15.957297
56.56528831318,23.4776476979,0.4922,0.0733,0.621,-0.405,16.868378,17.4491,16.137037
56.58086737525,23.48407029797,0.689,0.0388,10.112,-4.021,15.59057,16.205544,14.829059
56.57506229159,23.48645761045,7.1793,0.0197,19.819,-43.241,10.363573,10.842356,9.716273
56.54328587008,23.47011524485,3.9496,0.3531,60.332,-2.81,19.388714,21.152779,18.074806
56.53568396843,23.46691366621,0.4081,0.0704,1.241,-0.743,16.63057,17.327995,15.808377
56.55093150676,23.48247770614,,,,,18.846931,19.22573,17.115427
56.53348096501,23.49306579672,0.5364,0.3395,1.814,-3.482,19.363123,20.471613,18.179167
56.55973011354,23.49696716797,0.3509,0.079,1.441,0.732,17.000153,17.595924,16.243746
56.56079689169,23.49105649207,2.0292,0.0249,4.553,-14.528,14.519605,15.204821,13.712543
56.56527173293,23.50553725614,-0.5751,0.7259,4.381,-7.982,20.412687,21.724394,19.132164
56.56677105353,23.49483972844,0.059,0.3256,-0.999,-5.255,19.434925,20.429426,18.528818
56.54853200477,23.50867206484,0.5136,0.049,-0.414,3.471,15.979912,16.667057,15.157167
56.54233390417,23.50534313205,0.4337,0.09,3.032,-2.54,17.182316,17.936,16.310556
56.56572151293,23.51114028974,0.0277,0.4649,1.824,-1.096,20.011139,20.991318,18.940374
56.54966689483,23.51033505076,1.7345,0.4374,-1.972,-3.831,19.744825,20.837023,18.508083
56.46857394171,23.444089623,1.1989,0.1086,9.241,-18.692,17.555168,18.56316,16.57614
56.47132060302,23.44745362638,0.9537,0.6672,2.8,-6.414,20.21725,20.74262,18.992523
56.47529483624,23.45126339042,1.5896,0.096,4.861,-5.073,17.297613,18.44311,16.251152
56.47840017953,23.45820478258,1.8005,0.016,7.178,14.474,13.108019,13.886712,12.239543
56.48025480628,23.46483124121,0.1408,0.499,3.777,-2.864,18.807732,19.669722,17.6585
56.46283138291,23.4735936619,-0.1505,0.2723,0.974,-1.58,18.97159,19.72853,18.164913
56.46988426929,23.46487435939,7.2168,0.0586,20.004,-46.246,16.27454,17.967371,15.030655
56.44802691647,23.47314729779,0.5914,0.8677,-0.737,-0.333,20.382782,20.968977,19.676336
56.45492493942,23.47171646958,0.4585,0.0848,9.246,-14.14,16.892084,17.55551,16.104649
56.4636428443,23.48552685022,1.9234,0.6676,13.776,-6.583,20.304415,21.310043,19.107697
56.44855907842,23.48798698602,,,,,20.757235,20.908022,19.246515
56.480573645,23.49292661177,-1.2547,0.4986,1.667,-1.646,19.936342,20.519976,19.132578
56.48489730607,23.49502203476,0.5946,0.376,3.839,-9.341,15.092164,15.717269,14.244384
56.52288978988,23.50651246816,1.1162,0.0957,32.551,-47.022,17.362194,18.231182,16.432045
56.5268203247,23.49503447951,0.5421,0.067,-1.237,-5.184,16.70635,17.334381,15.924314
56.51461688923,23.50557193793,0.5237,0.3342,0.566,3.087,19.369617,19.969309,18.515766
56.51533781929,23.51043010381,0.07,0.2074,1.842,1.61,18.648602,19.50271,17.804102
56.50643786485,23.51167714121,0.8991,0.3439,0.91,-3.656,19.214613,20.636528,18.077715
56.5182450637,23.5208194454,0.7173,0.2866,-2.598,-1.198,19.12862,20.678022,17.981882
56.54344793287,23.53063123508,0.3384,0.3063,0.337,-1.232,19.225542,20.191969,18.40439
56.48798061636,23.50735901596,0.9694,0.6415,10.528,-5.118,19.960539,21.310976,18.65908
56.49138897928,23.5033344403,0.85,0.1085,0.688,-6.961,17.414719,18.323084,16.489004
56.50592397426,23.51479842558,-0.5134,0.9875,3.301,-3.53,20.531265,21.22971,19.225744
56.48254598574,23.52569669359,1.1237,0.5122,-5.548,-5.945,19.82448,21.094234,18.653778
56.47825064069,23.52179887962,2.6169,0.5366,-11.567,-17.578,19.845463,21.488869,18.546783
56.49092992658,23.54039260938,0.7271,0.4405,8.797,-18.003,19.680696,20.795633,18.722874
56.49338910903,23.53498022701,,,,,20.83491,21.760553,20.313074
56.49605827848,23.52666686324,0.7757,0.1553,-3.635,-9.648,18.220427,19.22573,17.27529
56.5280162938,23.54607712147,0.1734,0.2565,0.497,-0.147,19.077215,19.791168,18.335123
56.50864774824,23.55302760925,-0.2583,0.6402,4.827,-0.481,20.180002,20.72734,18.911951
56.59476497767,23.49387550084,-0.3009,0.9551,-1.664,-3.858,20.60224,21.14219,19.407295
56.59159727,23.49988850523,1.7674,0.3614,4.067,-3.55,19.451885,21.009317,18.233486
56.58966732909,23.50446321595,-0.1416,0.6781,3.22,-2.145,20.298553,20.93023,19.28329
56.59266808944,23.49798741786,,,,,20.905733,21.08704,20.014534
56.60842644394,23.51199061759,0.4308,0.2248,0.611,-3.803,18.992046,19.913929,18.126753
56.60628368788,23.51397284505,1.3689,0.326,4.713,-7.334,19.525692,20.74049,18.427443
56.60457322521,23.51363595676,0.5042,0.5751,2.287,-1.011,20.14251,21.063353,19.213139
56.61154218784,23.51148101757,0.2739,1.0343,-0.245,-1.668,20.735415,21.02097,20.017345
56.59651005052,23.51265344056,,,,,,,19.978027
56.62407914662,23.50190492995,-0.0851,0.6272,1.541,-1.214,20.294703,21.097883,19.304464
56.62134789982,23.50431437158,0.2394,0.1372,-0.568,-1.033,18.159132,18.73253,17.422836
56.6304180996,23.52528008611,0.3432,0.2867,2.791,-5.84,19.384245,20.32373,18.396421
56.62523439127,23.52068762878,,,,,20.903194,21.211174,19.547348
56.61422318065,23.53228209854,-0.0877,0.6159,4.246,-1.406,20.385904,21.262087,19.537819
56.5817650593,23.52136285472,3.097,0.0151,8.994,-14.934,11.900842,12.484789,11.160862
56.56290578038,23.52108028388,3.0714,1.4467,10.444,-6.344,20.795126,21.394367,19.279915
56.60533138424,23.52920143243,0.6733,0.6799,-8.821,-2.109,20.272768,21.169142,19.030952
56.59743867368,23.53877767153,2.303,0.9568,-0.326,-2.415,20.642578,21.555824,19.62796
56.60556478178,23.55551841377,0.3122,0.4678,1.198,-2.907,19.796051,20.696236,18.852217
56.64296666704,23.52872816783,-5.0397,2.2922,18.658,2.952,20.867895,20.865162,19.381493
56.65952972132,23.53962739465,0.6072,0.0754,5.016,-3.276,17.179514,17.978708,16.289856
56.63316794562,23.54435504219,3.1364,0.3495,8.906,-9.994,19.54767,21.078901,18.219202
56.64226011253,23.53901507794,0.7165,1.0447,1.833,2.595,20.765615,21.271992,19.489391
56.6369471504,23.53569291847,0.4566,0.0613,3.446,-7.362,16.591934,17.282053,15.768157
56.6534528861,23.55042123834,2.1478,0.2424,-1.584,-14.053,18.912558,20.851303,17.587772
56.64354534155,23.54520926569,1.0052,0.9021,-0.758,2.004,20.746904,21.54623,19.719374
56.64563973202,23.55648321513,,,,,21.080528,,19.313051
56.67331129675,23.55167700065,2.8143,0.0888,13.176,-12.317,17.384209,19.013613,16.158081
56.66432528378,23.55895160775,1.0805,0.5731,-4.925,-11.242,20.06645,21.541246,18.866102
56.68639401481,23.56039712315,0.0635,0.9227,1.203,-3.037,20.504251,20.706167,19.535084
56.67127509874,23.57642790825,-0.0775,0.6278,2.249,0.227,20.294315,20.950401,19.481007
56.66875718193,23.5799712927,0.7261,0.2249,1.617,-1.44,19.013273,19.786442,18.187395
56.6274677024,23.57243965835,0.1057,0.1089,-0.731,-2.139,17.76784,18.426203,16.952263
56.62237015328,23.5662589141,-0.7111,0.7293,0.977,-2.965,20.33261,20.960865,19.400665
56.6465553479,23.56530050414,1.4883,0.2656,3.054,-6.421,19.161303,20.803568,18.006058
56.64651922319,23.5660147152,,,,,20.934254,,
56.64210979344,23.56687253661,0.1423,0.0259,5.702,-6.529,14.808726,15.760097,13.844855
56.65191793697,23.57499010464,0.5604,0.1511,4.399,-0.273,18.302353,18.98157,17.44113
56.63321374295,23.58409403837,1.4259,0.6468,-3.735,-2.102,20.334433,21.280668,19.194698
56.62873329994,23.57763215415,0.7127,0.1156,7.947,-3.063,17.86671,18.741926,16.952225
56.65083760064,23.59674722441,-0.0849,1.0728,0.199,-2.214,20.732979,21.560083,19.486893
56.64988763053,23.58957405292,,,,,20.855684,21.81996,19.574692
56.55695868165,23.52595279104,0.2596,0.0547,2.254,-0.91,16.21756,16.670128,15.576496
56.55404995544,23.52542752856,0.1942,0.0462,1.696,-0.141,15.787745,16.449022,14.993764
56.54881047648,23.53632546532,0.2947,0.0963,1.689,0.014,17.545893,18.264854,16.751554
56.54899159575,23.54542113391,,,,,20.85634,21.26972,19.649578
56.55785989068,23.55196549276,0.1821,0.6511,-0.265,-3.442,20.318617,20.867685,19.34839
56.58018476936,23.55391405563,0.8249,0.3266,16.619,-18.842,18.83445,20.282423,17.461771
56.58136346369,23.56227614073,2.1758,0.3222,-7.387,-15.76,19.361357,21.091045,17.921484
56.58873972575,23.56256235864,0.0771,0.5928,0.896,-0.82,19.993603,21.014664,18.993969
56.58574382697,23.56661289748,-0.1751,0.5959,0.579,-1.368,20.200546,20.937813,19.317917
56.53309472988,23.55936755071,0.5553,0.3138,7.033,-9.047,19.388872,20.352448,18.390373
56.54934291596,23.56560409322,0.3528,0.3215,-1.986,-4.808,19.474947,20.32853,18.601034
56.52729450188,23.56846239263,1.6043,0.1159,12.865,-8.022,17.682526,18.930513,16.575237
56.53485519167,23.57361576833,0.3492,0.7258,0.51,-1.278,20.42442,21.079247,19.696852
56.53010275045,23.57698975423,0.6822,0.6454,-1.561,-2.311,20.200718,20.769135,19.419384
56.52554352643,23.57185019313,,,,,20.627502,21.383121,20.039934
56.56858050675,23.58754622356,0.6739,0.1998,-0.779,2.447,18.262468,19.246683,17.11782
56.56813567545,23.58720655234,0.3204,0.6348,0.084,2.558,20.108181,,
56.5741552673,23.58239676393,-1.3245,1.0146,28.563,-16.256,20.616064,21.823603,19.458319
56.57200807629,23.58835183841,1.1962,0.0236,3.198,-9.396,14.497849,15.247092,13.642703
56.5615724973,23.58109482078,0.7638,0.0524,1.176,1.754,16.227262,16.982998,15.364186
56.54725555961,23.57822515125,0.4613,0.0721,17.545,-10.13,16.976238,17.665266,16.160784
56.54878295756,23.58571914181,-0.3103,0.9348,6.512,-2.981,20.351278,21.243847,19.19169
56.5504167845,23.57850388242,0.8108,0.6394,4.283,-1.107,20.350313,20.832401,19.340961
56.55035008476,23.58253921788,2.6691,0.0479,-11.616,-7.65,16.110485,17.211237,15.078969
56.55000395999,23.57640308364,2.8655,0.0152,-6.835,-14.704,13.446167,14.107222,12.649601
56.55285246405,23.58701264824,7.2809,0.0917,20.859,-44.736,17.09217,19.02397,15.796086
56.60153290212,23.57467592575,0.2561,0.1058,0.947,1.252,17.486385,18.152205,16.632833
56.60248452299,23.57530052877,0.9074,0.189,2.622,-2.024,18.633486,19.54286,17.604671
56.60264672653,23.57390045923,0.5985,0.0969,5.557,-5.314,17.56262,18.345915,16.661854
56.61473268479,23.57600333393,1.8548,0.0249,-4.426,-0.833,14.754609,15.536392,13.880232
56.61769510009,23.57881209093,0.8212,0.2068,7.405,2.107,18.693243,19.558308,17.695576
56.60992026036,23.5799552479,3.1633,0.4417,26.159,-38.262,19.803806,20.731361,18.357008
56.58876961518,23.58915669927,2.1322,0.9604,-14.907,-25.887,20.498703,21.501818,19.195122
56.59330176086,23.575688027,0.2954,1.4048,3.82,-3.118,20.733736,20.851316,19.800438
56.59335984718,23.58709170382,0.7931,0.1475,0.106,-4.548,18.23054,19.09489,17.289179
56.59501888482,23.58360503985,1.0296,0.0285,-2.746,0.687,14.925896,15.685123,14.05451
56.62669017536,23.59828578972,-0.0967,0.4223,-0.168,-1.706,19.746721,20.541899,18.907
56.61581566561,23.59251492433,7.3506,0.0161,18.428,-44.855,12.563813,13.306281,11.721897
56.61279439884,23.59821716339,0.7456,0.372,0.526,-0.87,19.503214,20.366503,18.67375
56.62579950104,23.61480042653,-1.3221,1.4489,2.745,-10.76,20.729233,21.059021,19.337435
56.57750127456,23.59617775405,0.9236,0.3237,3.092,3.575,19.384283,20.692657,18.344366
56.59506563247,23.59705822071,0.6917,0.1562,2.594,-3.107,18.366102,19.322176,17.379639
56.59074434362,23.60958996302,0.593,0.0849,-3.266,-0.163,17.266228,18.0423,16.363413
56.59393709578,23.60101314453,1.1842,1.7966,4.369,-3.284,20.801315,21.033802,19.929928
56.56886661196,23.6119327252,1.5941,0.1169,-12.247,-5.469,17.660116,18.926739,16.546541
56.5680865862,23.59776765909,,,,,20.898775,20.913462,20.142633
56.57723143293,23.60497832251,0.798,0.2278,0.125,-0.4,18.933125,19.89612,17.992125
56.58311624599,23.61570765821,-0.3848,0.7423,0.308,-1.883,20.352238,21.203417,19.29684
56.57656511236,23.61755790328,0.849,0.352,-4.442,-5.298,19.3832,20.681717,18.121557
56.57468540649,23.6101658841,0.6498,0.1583,2.996,-1.876,18.330875,19.30222,17.41819
56.61092124145,23.63099033103,,,,,21.104252,21.648792,19.857456
56.58591303595,23.62296159244,0.7326,0.4841,-0.255,-3.0,19.867786,20.36917,18.975052
56.6047623426,23.63647229333,0.5346,0.1735,7.333,-0.6,18.485437,19.334303,17.556744
56.59970318601,23.64125241719,,,,,20.888615,22.286427,19.402765
56.95099735808,23.32214977643,0.5393,0.0714,1.715,-0.058,16.922558,17.442547,16.248325
56.95293388499,23.32354283832,1.6509,0.7821,-3.884,-9.812,20.212875,21.192425,19.113413
56.95047552477,23.32207135488,-0.4469,1.3734,2.755,2.142,20.609297,,
56.96561393504,23.33251067141,0.6489,0.2879,4.678,-6.307,19.10367,20.2397,18.070639
56.957162105,23.33516370766,-0.2361,1.3715,-1.62,-13.626,20.59395,20.88795,19.274263
56.94428322184,23.33107625895,-0.1093,0.8028,9.441,-2.636,20.36689,21.539759,19.110773
56.94963512773,23.35150634425,0.3214,0.0691,-2.544,-0.702,16.765299,17.178644,16.195719
56.98451430355,23.34752879271,0.3429,0.2161,0.474,-3.156,18.775646,19.51202,18.034512
56.97061540924,23.35231602157,-0.8133,1.133,56.99,-36.543,20.6403,21.120419,19.628864
56.98593529548,23.3642843345,0.2126,0.1167,0.671,-4.166,17.719482,18.253994,17.059118
56.96354042124,23.36287183966,0.4705,0.2487,4.41,-18.83,18.994875,19.675037,18.126146
56.96196571444,23.36000937715,0.3687,0.0728,2.788,-3.464,16.925314,17.374632,16.318853
56.97275214349,23.36822649695,0.1739,0.2631,4.058,2.903,19.09025,19.811264,18.259228
56.98014409025,23.363839177,0.1356,1.3539,9.227,-2.553,20.657286,20.846188,19.161537
56.93041760764,23.35392541386,-0.1183,0.7432,8.662,-11.83,20.237642,20.74539,19.56049
56.93802133388,23.35542521427,0.5572,0.0975,-0.994,-1.168,17.399872,17.931387,16.737772
56.94169354364,23.35697070615,1.4781,0.0503,-1.99,4.88,16.043423,16.709099,15.255662
56.91703450831,23.35738415065,,,,,21.790968,21.86795,18.829931
56.91737978142,23.36435608568,0.3976,1.3667,4.055,-4.301,20.511654,22.201933,19.267105
56.92203684536,23.35433773612,1.0637,0.5489,3.217,-4.361,19.873594,20.866375,18.782057
56.91671563524,23.36435335121,1.6749,0.8267,2.981,-8.266,20.42147,21.628902,19.159204
56.95643499728,23.37131911396,-0.3628,0.4278,1.669,3.194,19.633947,20.888851,18.70597
56.96720782588,23.3748008147,0.6413,0.2783,-1.658,-9.177,19.126211,19.939499,18.286509
56.96674957529,23.37888069562,0.1202,0.0165,-0.599,-0.893,13.467452,14.339232,12.552925
56.9620404768,23.3811641076,0.9265,0.0369,6.825,0.695,15.453822,15.945695,14.794938
56.94474263652,23.37657359419,-2.287,1.1312,17.034,-12.997,20.59584,22.077202,19.227362
56.93651866986,23.3752788328,,,,,20.87551,21.104404,19.750301
57.00540734197,23.36964729578,-0.1211,0.1063,0.82,-0.957,17.533636,17.952885,17.06548
57.01125626211,23.38404216576,,,,,21.012877,22.62349,19.880453
57.01121096305,23.38174763694,1.2401,0.0401,18.347,-14.902,15.612986,16.205702,14.886772
56.98410054953,23.38060087275,0.3142,0.3566,-0.83,-4.071,19.49295,20.151733,18.85161
56.97988871241,23.37586340432,0.3527,0.2397,6.957,-2.628,18.707275,19.28201,18.06495
56.99732588573,23.38572118986,0.5319,0.2914,-2.399,-2.387,19.019552,19.70554,18.266222
57.01936440285,23.38548323776,0.7096,0.2692,7.746,-6.255,17.224638,17.632668,16.266891
57.01890801993,23.38244526186,1.5627,0.0153,-1.411,-4.023,9.822091,10.409527,9.086718
57.03560802076,23.39977865953,1.4489,0.3869,0.514,-4.895,19.263626,20.451984,18.19461
57.02080880346,23.40357707911,7.4528,0.1826,19.845,-47.139,18.267855,20.152155,16.919113
57.01972304724,23.40869175292,1.8719,0.127,8.769,-4.544,17.614305,18.83144,16.545252
56.96862929298,23.38526748389,0.6002,0.3003,4.713,-3.799,19.187408,20.12053,18.21561
56.98310159467,23.40190341373,1.0561,0.426,5.089,-7.432,19.591633,20.572792,18.610157
56.98735679093,23.40260160378,-0.1618,1.0175,3.431,-6.226,20.492243,21.042402,19.332407
56.9697045656,23.39903998983,0.1395,0.7171,-0.761,-0.7,20.31981,20.725857,19.797104
56.95954917058,23.39926979724,0.429,0.3031,-5.489,-2.393,19.213175,20.00152,18.165888
56.96117854612,23.40039805629,-0.2836,0.3524,-0.386,-1.001,19.40142,19.794928,18.688454
56.95935870409,23.39970218201,0.8752,1.0582,-6.479,-4.05,20.422522,,
56.98409203062,23.4080445953,0.4282,1.3611,2.646,0.67,,,19.424988
56.97202699254,23.4076307742,1.125,0.3955,2.07,0.2,19.599714,20.341518,18.709467
56.98883403586,23.41164378301,0.2969,0.0662,0.249,-9.002,16.649897,17.043562,16.053797
57.00817422366,23.42503402656,0.009,0.1351,3.624,-1.816,17.77035,18.277765,17.107569
56.98750344106,23.42693697777,1.0783,0.0295,0.101,-3.879,14.953444,15.407846,14.325334
56.98798795828,23.41842780076,0.7304,0.0473,-0.249,-5.378,15.976659,16.506956,15.266125
56.98546348051,23.41155746178,-0.1915,0.1387,1.623,-1.301,17.984772,18.476788,17.31722
56.99058939576,23.42684067283,1.9424,0.0199,-15.894,-0.561,13.588891,14.040704,12.962852
56.99727340396,23.43057400224,-0.5797,0.7845,2.487,-0.941,20.157532,21.486176,19.168606
56.99849909074,23.42172820069,,,,,20.983837,20.997293,20.13517
56.90894609557,23.36678927079,0.4444,0.0519,2.403,-2.5,16.198519,16.604706,15.601839
56.90304935206,23.36688138757,1.4582,0.8675,2.135,-11.738,20.48695,21.074858,19.424105
56.91185953592,23.36516810583,-0.1241,1.358,-0.618,-1.354,20.658808,21.007055,19.794579
56.90444408506,23.3677523774,0.0678,0.2323,-0.509,-0.762,18.932344,19.33112,18.45439
56.92230701177,23.39025323046,0.3258,0.1752,5.019,-0.476,18.450092,19.242332,17.615952
56.92999638131,23.38033259531,0.5546,1.3454,7.845,-11.208,20.563658,21.538706,18.99808
56.9346566049,23.39852456793,0.3565,0.2463,0.348,-0.8,19.02049,19.503887,18.4273
56.92493097076,23.39670163431,0.0599,0.8522,4.136,-1.645,20.344484,21.189028,19.316332
56.92175683783,23.39616927138,,,,,20.860476,20.914755,20.53443
56.9234502586,23.41043886278,,,,,20.897366,20.519217,19.864063
56.93100886807,23.40949961566,0.5164,0.1401,-0.043,-0.178,18.005093,18.395617,17.455711
56.88668128021,23.3956031325,1.0446,0.365,4.898,-0.818,19.508638,20.195421,18.55674
56.88589273594,23.38905247244,0.6416,0.0303,7.331,-6.299,15.00003,15.473628,14.360594
56.89680765534,23.39659481276,0.1975,0.2786,-0.22,-0.694,19.170872,19.737474,18.63224
56.87112097942,23.40101170287,0.623,0.3014,-1.06,-1.636,19.26307,20.054668,18.490202
56.90712413209,23.40200623374,0.0878,0.2892,-1.422,-1.24,19.191378,19.790508,18.51589
56.89308798653,23.42305853637,0.1396,0.1345,1.946,-3.501,18.006748,18.470314,17.402273
56.91676086874,23.43028573768,1.6118,0.1356,-7.236,-21.812,17.897573,19.057169,16.881084
56.94641409918,23.40713506706,0.6333,0.1682,3.455,-3.698,18.248451,19.018627,17.399704
56.96075649608,23.40979590889,1.8487,0.0151,5.117,-10.747,12.521081,12.970273,11.903058
56.9664708975,23.42312280643,0.2447,0.2803,-1.054,-2.085,19.074196,19.454636,18.456985
56.96361328397,23.4285644415,0.197,0.5315,-0.955,-1.51,19.880383,20.394932,19.057766
56.96749912187,23.42180135335,0.068,1.057,-2.304,-1.692,20.486483,20.842096,19.700771
56.95948891847,23.41402120205,0.7979,1.0335,10.056,2.441,20.654669,21.828491,19.484365
56.96170689998,23.42527610076,,,,,20.871845,21.53807,20.11372
56.94643582282,23.41750554085,0.7989,0.173,-1.647,1.887,18.293795,19.086887,17.442772
56.93964484468,23.42181040216,1.5536,1.3136,-0.771,-2.75,20.37313,20.274717,19.1028
56.93994837777,23.42205055724,2.0275,0.9373,-12.05,-11.609,20.255215,21.185925,18.645006
56.95947371484,23.42588804475,1.2929,0.6427,3.675,-7.459,19.782171,20.801243,18.516624
56.94516880441,23.42891570307,1.9952,0.1793,15.942,1.333,18.16882,19.708368,16.965332
56.97201003289,23.43126411464,0.1876,0.1424,0.649,-0.735,17.956656,18.435087,17.310417
56.9790839443,23.43715570023,1.9871,0.0185,8.948,-9.518,9.58716,10.289305,8.775883
56.98070571976,23.43588215927,,,,,19.582514,19.235592,18.32551
56.98597648078,23.43418610495,,,,,12.248988,12.5845,11.653132
56.96537720303,23.43110021442,-0.5126,0.2688,0.757,-0.371,19.067993,19.54591,18.34175
56.96874325176,23.44098414285,0.9735,0.1237,7.017,-0.788,17.524916,18.447365,16.600502
56.96290137294,23.43485737703,0.8012,0.0303,5.73,-4.261,14.427199,14.84598,13.827722
56.97042432698,23.44724422987,-0.4787,0.368,0.281,-1.712,18.954523,19.383835,18.04349
56.93114995361,23.42137383028,1.2268,0.0489,7.845,-6.637,15.983035,16.60606,15.226867
56.93624516914,23.42910027047,-0.0075,0.9716,1.688,1.46,20.54659,20.957468,19.418858
56.92911523043,23.4263720602,0.8165,0.0584,10.192,-11.612,15.64058,16.129602,14.9786
56.93782488957,23.44021067674,0.9272,1.1241,-0.039,-0.064,20.631363,21.430183,19.69247
56.9243155531,23.45252028553,0.1862,0.6466,2.128,-3.122,20.150135,20.737122,19.466087
56.95132588522,23.44351882237,-0.7831,0.6178,-0.304,-2.519,20.030766,20.55624,19.241854
56.95368341658,23.44964279815,1.9571,0.4598,4.675,-8.72,19.681576,20.855692,18.484562
56.95237605861,23.44117544201,0.3654,0.0633,1.268,-3.693,16.556335,16.997982,15.845778
56.95226217468,23.44138632038,,,,,19.83861,,
56.9664264066,23.45849192455,3.5638,0.1146,-16.735,-1.519,17.43479,18.788086,16.265007
56.95841831832,23.46454192809,6.4165,0.0816,15.712,-33.912,16.81589,18.388132,15.602093
56.94742464509,23.46347745,0.3217,0.129,-0.152,-1.753,17.700275,18.213503,17.033817
56.94661930826,23.47162526455,0.4371,0.1256,4.378,-0.502,17.61603,18.335564,16.804766
57.0434002512,23.40206363733,-0.5472,0.786,0.876,-2.247,20.148693,20.635773,19.697105
57.05155762962,23.41221337469,0.6281,0.3082,-0.367,-0.886,19.056318,19.575905,18.438051
57.05866178289,23.41725910297,0.2511,0.2207,0.794,-1.232,18.559702,18.909771,18.026886
57.0602156034,23.42138667113,0.9528,0.1089,-0.725,-4.67,17.406384,18.244635,16.550205
57.03326149106,23.41617774479,-0.0182,0.2625,2.319,-0.043,18.855513,19.672047,18.100971
57.02791536951,23.41348826026,1.5921,0.5483,-2.926,0.226,19.634077,21.324947,18.43182
57.06357205309,23.42222155495,0.4349,0.4151,-0.397,-2.109,19.57714,19.939596,18.961588
57.0573691895,23.43060618316,-1.7951,1.5672,1.716,-0.508,20.604088,21.392857,19.366035
57.06355849716,23.43468552037,7.3535,0.0731,18.677,-45.767,16.418585,18.037115,15.171599
57.05646201838,23.42590671619,1.6511,1.504,0.517,-0.013,20.621016,20.91982,19.66967
57.07646492915,23.44450295647,0.307,0.5691,2.07,0.838,19.935213,20.835546,18.892817
57.08173709503,23.43749829594,0.9138,0.5379,6.475,-1.148,19.882376,20.740273,18.82072
57.06973370696,23.43727249268,-0.4129,0.51,9.606,-3.67,19.296703,20.092607,18.367329
57.05908324831,23.45550548962,,,,,17.143742,18.14424,15.520145
57.01844572267,23.43854843675,1.6752,0.2611,-4.89,1.355,18.844564,20.29283,17.658487
57.01747623328,23.42526173856,0.38,0.0554,-0.338,-1.935,16.11338,16.578966,15.472405
57.022126979,23.44221415463,0.7934,0.3101,12.084,-19.007,18.984663,20.011078,18.01454
57.02876011094,23.44709790881,-0.621,0.5283,-1.663,-2.472,19.839527,20.704372,19.22143
57.00333088182,23.43504012458,1.4722,0.065,4.359,-9.25,16.163082,16.895092,15.33917
57.00921297977,23.43699522705,0.572,0.1017,4.679,-6.377,17.207806,17.83862,16.450293
57.00765537704,23.43648814753,2.199,0.089,16.34,0.661,16.9171,18.0511,15.869493
56.99765026899,23.43991799311,,,,,20.95405,19.782677,17.710896
57.01488330968,23.45601237768,0.5261,0.1648,-0.202,-1.868,18.202358,18.709454,17.520008
57.01574369429,23.45484859906,-1.7554,1.393,4.328,-5.861,20.591192,20.776531,19.329271
57.04177962952,23.45393069443,0.8391,0.7574,0.148,-0.973,19.970514,20.43444,19.31969
57.04161495289,23.45550269643,,,,,21.027977,21.330692,20.715256
57.03930972728,23.44376053682,0.9502,0.0202,3.409,-5.34,13.794064,14.216895,13.192405
57.05451251282,23.45408773602,0.1882,0.1217,0.37,-1.838,17.609034,18.122173,16.96304
57.03521874428,23.45833498744,1.2805,0.6812,15.031,-5.675,19.980461,20.719427,19.08131
57.02908894073,23.46296605129,0.0165,3.3913,-0.369,-3.285,20.820875,21.278452,19.951696
57.09021500911,23.44937055677,0.4311,0.1674,1.576,-3.172,18.005941,18.514399,17.305471
57.09185130739,23.4663682067,1.5798,0.188,2.251,-7.665,18.461168,19.77918,17.357689
57.09464904982,23.46174619316,7.509,0.0755,20.586,-45.142,16.84718,18.706785,15.553324
57.08101379677,23.45670589801,0.5809,0.3789,1.879,-4.083,19.447493,20.152014,18.468233
57.0766017479,23.47189775913,0.8184,0.2549,1.411,0.041,18.739899,19.584597,17.732063
57.08485418283,23.46954352986,0.8093,0.0426,0.286,-2.761,15.515106,15.938511,14.904282
57.10730689642,23.46706647003,0.3565,0.1892,1.402,0.009,18.303202,18.645353,17.786442
57.10495417425,23.47726289869,1.2159,0.0322,0.891,-1.502,15.154394,15.705432,14.452014
57.11963994985,23.48013753206,0.9871,1.643,-1.135,-2.766,20.726997,20.997778,20.011066
57.11546874567,23.48682625443,1.1229,0.753,3.086,-7.166,20.197363,21.235044,19.058113
57.12390534422,23.47885455454,,,,,20.742157,21.64439,20.436241
57.12464307497,23.4800917326,,,,,20.369669,21.193913,19.394178
57.09484047743,23.47831483625,0.3864,0.1739,3.279,-6.951,18.24774,18.822132,17.496319
57.09958904673,23.47890909058,-0.0118,0.9026,0.935,-2.512,20.396172,20.761774,19.54655
57.11084388509,23.48522564898,0.4962,0.3598,0.423,-0.341,19.367767,19.9575,18.763653
57.10450694534,23.49736169159,-2.5185,0.405,-1.325,1.225,19.317997,19.667894,18.502151
57.1004391209,23.48862638091,-0.1182,1.0564,2.418,0.43,20.388433,20.852596,19.263258
57.06713748184,23.46483417922,,,,,20.950644,21.223722,20.047682
57.06540577938,23.46881866387,1.6201,1.3472,-0.671,-1.715,20.5721,21.068865,19.867664
