RA_ICRS,DE_ICRS,Plx,e_Plx,pmRA,pmDE,Gmag,BPmag,RPmag,galactic_l,galactic_b,rel_e_Plx
57.58181536167,23.37768038075,3.2971,0.0538,-17.486,16.793,16.063198,17.14038,15.022513,167.72759500842287,-23.54805961465553,0.016317369809832883
57.4305782554,23.28210712004,0.646,0.0259,0.453,-3.487,14.684835,15.148619,14.052474,167.68804529590344,-23.71270101935213,0.04009287925696594
57.42564544462,23.28364804032,1.0164,0.0286,4.41,-9.749,14.795409,15.256623,14.161847,167.68327850156092,-23.71466521914061,0.02813852813852814
57.41426344138,23.28990844525,7.1996,0.0317,18.622,-44.545,10.937686,11.320791,10.378372,167.67026394354892,-23.717217987012955,0.004403022390132785
57.37927820016,23.27885959853,1.1417,0.0432,22.204,-30.711,12.686754,13.142215,12.064585,167.65281609355313,-23.74721251392864,0.037838311290181316
57.38409775234,23.27149886958,7.3543,0.0999,20.455,-44.87,17.513542,19.414448,16.219572,167.66183721039553,-23.74957886931721,0.01358388969718396
57.37683000785,23.29747864749,1.9724,0.3861,-0.572,-5.936,19.45319,20.70696,18.296974,167.63715277502303,-23.73512311212572,0.19575136889069156
57.37707069602,23.30137766491,0.9446,0.0791,4.372,3.75,16.99955,17.631845,16.253834,167.63442618496015,-23.73211957697478,0.08373914884607242
57.385646354,23.30529953874,1.3419,0.1709,16.799,2.739,18.214565,19.591784,17.053892,167.63780066392795,-23.723881220747536,0.1273567329905358
57.43669765727,23.28553856685,0.5409,0.04,0.519,-1.579,15.640512,16.05261,15.05452,167.68997730938023,-23.70635739288947,0.07395082270290257
57.44054819227,23.29725320252,1.3183,0.0504,66.576,-63.821,16.097734,16.621399,15.411709,167.68407329440757,-23.695379422415957,0.03823105514677994
57.43100733834,23.2986857746,2.7291,0.2183,-1.686,-11.373,17.712223,18.969942,16.49563,167.67600861430364,-23.70030969565393,0.07998974020739438
57.42993369745,23.32858217234,2.1086,0.0397,-7.818,-3.218,15.247559,15.956905,14.424638,167.65295367376225,-23.67911909965991,0.018827658161813525
57.4206047634,23.34136964836,7.3159,0.0408,18.733,-45.133,8.094326,8.184235,7.911143,167.6365908653099,-23.675607516255035,0.005576894162030646
57.34676072543,23.29246193629,1.091,0.057,-3.159,-8.2,16.51888,17.10948,15.793717,167.61880795267822,-23.75761675672182,0.052245646196150325
57.337753388,23.29704169418,0.3908,0.0425,-2.608,-2.743,15.85611,16.20608,15.331447,167.60878233040935,-23.759901494553763,0.1087512794268168
57.37222360113,23.31396654199,0.7372,0.1423,-0.606,-3.423,18.127943,18.60509,17.506838,167.62149517218833,-23.72594201292207,0.1930276722734672
57.38813424769,23.31805883359,1.1591,0.0983,2.092,-10.017,17.523674,18.371542,16.600647,167.630126287917,-23.712988417190292,0.08480717798291777
57.38107498119,23.3273893985,0.9665,0.0734,-1.23,-12.604,17.041584,17.745447,16.24096,167.61799937783778,-23.710579778092093,0.07594412829798242
57.38072643911,23.31796799568,0.74,0.0268,-8.156,-1.287,14.917778,15.355677,14.305132,167.62475732167758,-23.717691899287782,0.03621621621621622
57.36891246385,23.31794138731,0.5605,0.0937,1.756,-5.954,17.438248,17.929688,16.772951,167.6161055052424,-23.725105571899384,0.16717216770740412
57.32657001715,23.30092259908,2.4519,0.0268,-1.831,-2.301,14.834185,15.417056,14.030972,167.59767791931498,-23.76405786361265,0.010930298951833272
57.32705177678,23.30024015356,2.4461,0.015,-1.706,-2.175,13.060339,13.45313,12.488696,167.5985398080307,-23.764256074805974,0.0061322104574629
57.31708367233,23.3088154548,1.5273,0.0186,12.345,-5.797,14.018573,14.425075,13.442843,167.58483397004866,-23.76421336537367,0.012178353957965035
57.33603155126,23.32659468486,0.6697,0.0743,2.04,-11.196,17.048138,17.612398,16.345852,167.58552219641587,-23.73934421913591,0.11094519934298941
57.32943356299,23.31620677586,0.6014,0.0293,1.925,-11.229,14.545646,14.845596,14.073409,167.58840637729003,-23.75107663122173,0.04871965414033921
57.32253990021,23.32167780807,1.7487,0.1949,23.245,0.505,18.53628,19.837624,17.449833,167.57927116470407,-23.751382748504415,0.11145422313718763
57.3246260381,23.32512781694,5.3977,0.1383,7.424,-6.519,18.055449,20.14451,16.675531,167.5782364793081,-23.747551897622603,0.025622024195490672
57.34375900273,23.3329430022,0.5089,0.0721,2.043,-1.946,16.897982,17.339159,16.292147,167.58647284315836,-23.729863068558863,0.14167812929848692
57.39286002996,23.31877391338,3.6941,0.4555,-1.844,-6.797,16.298744,16.910082,15.379376,167.63306178712133,-23.709506852218507,0.12330472916271892
57.38479306774,23.34283990988,0.3013,0.0508,0.225,1.43,16.282068,16.710773,15.672293,167.6092270764196,-23.696946854431996,0.16860272153999334
57.37547334253,23.34983098382,0.6838,0.1171,9.001,1.331,17.851929,18.524948,17.056667,167.59718537757328,-23.6976619205123,0.17124890318806668
57.37186264798,23.3463018099,0.7612,0.0359,0.21,-2.868,15.457532,15.8859,14.846614,167.59716207107567,-23.702503824816336,0.04716237519705728
57.38858070703,23.37165934373,11.8521,0.0389,96.952,-21.416,15.516936,17.026665,14.31773,167.59055855958758,-23.673486721092384,0.00328211878063803
57.38645295572,23.38020424005,7.2313,0.0209,20.346,-44.301,9.034874,9.25158,8.664315,167.58264004959312,-23.66856390220213,0.0028902133779541714
57.3807900245,23.3701384816,1.2797,0.0218,-5.4,-16.188,14.332834,14.742492,13.746265,167.58597512328475,-23.679473113621867,0.017035242634992575
57.51266427424,23.35157118596,0.9691,0.0851,2.519,-3.025,16.92858,17.700834,16.073462,167.69645079242446,-23.610483418530833,0.08781343514601177
57.51416366764,23.36145261862,0.8682,0.0946,2.792,-4.524,17.121317,17.80881,16.325438,167.69018722335395,-23.60232274549426,0.10896106887813868
57.49009865875,23.3562445163,0.5318,0.0689,-0.881,-2.771,16.557966,17.052395,15.906786,167.67644454314856,-23.62120783155043,0.12955998495675064
57.45860081724,23.35164535899,0.561,0.0672,8.307,5.057,16.531273,17.018993,15.869437,167.65679363882495,-23.64430029186366,0.11978609625668447
57.47517090407,23.35888303369,1.0896,0.1986,-2.304,-1.27,18.42722,19.456205,17.46905,167.6635447605254,-23.628630254207494,0.18226872246696038
57.47436415618,23.38261640391,1.0986,0.0953,12.922,-5.421,17.115252,17.804338,16.315527,167.64528154786746,-23.61178320515289,0.0867467686146004
57.52030509523,23.39417368061,0.4309,0.0331,3.512,-2.322,14.949414,15.303052,14.412511,167.67031149630583,-23.574561960413114,0.07681596658157344
57.54127003075,23.40352731553,2.2737,0.1141,5.457,-20.176,17.268213,18.475105,16.180256,167.67868552944023,-23.554592397631193,0.050182521880635086
57.53671472119,23.4083789022,0.891,0.0708,3.451,-1.148,16.56789,17.162424,15.834111,167.67174003773673,-23.55390104869485,0.07946127946127947
57.4959524038,23.38657304988,1.1617,0.0433,-0.715,-8.627,15.568229,16.113699,14.86906,167.6581449436183,-23.595371271179694,0.03727296203839201
57.48427809605,23.40217918397,0.258,0.0437,0.548,-1.747,15.694818,16.20766,15.010478,167.63797808694963,-23.59127209529038,0.1693798449612403
57.48323324768,23.3974387126,1.4999,0.2076,10.256,2.466,18.38755,19.651787,17.243822,167.6407419553631,-23.59539233028817,0.1384092272818188
57.50005102943,23.41664314371,1.7361,0.0165,8.449,5.372,12.560024,13.081596,11.882166,167.6387581763648,-23.570821897957334,0.009504060825989287
57.54259437659,23.42076479121,1.294,0.027,13.654,-13.17,14.59341,14.989849,14.019278,167.6668178742444,-23.541166812696783,0.02086553323029366
57.52617345291,23.4371812976,0.9913,0.0208,4.492,1.546,13.9982,14.372285,13.453592,167.64258449228416,-23.539452629847144,0.020982548169070917
57.43821786754,23.37283370547,0.7266,0.0593,2.77,-3.058,16.376392,16.893131,15.699622,167.62608006769807,-23.641566942636107,0.08161299201761629
57.43133286164,23.39314036815,1.0654,0.0676,6.776,-7.515,16.657925,17.390163,15.830002,167.6059202614383,-23.631021376927922,0.06345034728740379
57.45120701339,23.4090708416,0.4907,0.0846,-3.031,-8.651,16.920181,17.362795,16.316135,167.60862778426824,-23.606931891710428,0.17240676584471162
57.40530649646,23.39210102808,2.9893,0.5577,7.371,-7.48,19.898924,21.202791,18.582767,167.58761501292997,-23.648064571590293,0.18656541665272805
57.40189033607,23.3961000633,0.4578,0.0686,1.887,-2.579,16.77026,17.24735,16.143124,167.58213499517242,-23.64727485340198,0.14984709480122324
57.44502713831,23.4212314228,1.6963,0.0424,7.053,-1.491,15.532101,16.217613,14.731242,167.59505211990893,-23.601902920392213,0.024995578612273774
57.43476790536,23.43314543609,0.4919,0.0644,-0.417,0.298,16.533627,16.958448,15.944024,167.5786730838039,-23.599603680489732,0.13092091888595242
57.45873878287,23.4480526384,2.3779,0.2632,-0.121,-8.417,18.784306,20.424261,17.576752,167.58514097081888,-23.57370455107794,0.110685899322932
